BEDROOM_NUM,BATHROOM_NUM,PRICE_PER_SQFT,AREA,LOCATION,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
3,,6507,2812,Ballygunge,Semi-Furnished,,6,,"Lift,Security,Park",2,7,2181,2812,2578,2812,sq yard,2812
,,10030,3629,Kasba,,,19,10,Rain Water Harvesting,1,4,2721,3629,3337,3629,sqft,3629
3,,13986,1075,,Furnished,West,,2,"Club House,Intercom",3,18,693,1075,920,1075,,1075
,3,14974,1951,Alipore,Semi-Furnished,,,10,,,,1285,1951,1726,1951,sq yard,1951
2,4,10152,3989,,Unfurnished,West,,16,,0,1,2440,3989-4024,3684,3989,sq yard,3989
,1,12183,3303,Park Street,,,,9,"Swimming Pool,Gym",0,2,2588,3303,2998,3303,sqm,3303
5,4,10096,2068,Garia,Unfurnished,East,23,16,,1,14,1314,2068,1804,2068,,2068
,2,2936,3683,Tollygunge,,North-East,28,10,Reserved Parking,,2,2445,3683,3005,3683,,3683-3712
3,3,3978,863,Ballygunge,Semi-Furnished,South-West,,14,Reserved Parking,3,,573,863,767,863,,863
3,4,11132,3604,Garia,,West,28,6,"Lift,Security,Park",3,4,2670,3604,2949,3604,sqm,3604
1,1,4091,3999,Dum Dum,,East,10,17,"Power Backup,Water Supply",1,10,2580,3999,3613-3633,3999,sqm,3999
5,2,14951,660,,,,1,20,,0,11,427,660,528,660,,660
,1,10683,856,,,North,30,,Rain Water Harvesting,2,16,543,856,726,856,sq yard,856
,,3826,3994,Howrah,,East,,14,"Swimming Pool,Gym",1,4,2795,3994,3595,3994,sq yard,3994
2,1,12824,763,Behala,,South,7,13,,0,17,561,763,651,763,,763
2,,7108-7150,2910,Howrah,,South-West,10,6,"Club House,Intercom",2,15,1934,2910,2494,2910,,2910
1,3,14139,2393-2404,Rajarhat,,,14,17,Reserved Parking,,12,1715,2393-2418,2251-2274,2393,sqft,2393
,1,2924,924,New Town,Unfurnished,North,,10,,0,5,674,924,824,924,,924
3,4,11138,716,Kasba,Semi-Furnished,North-East,7,19,,1,11,483-502,716,629,716,,716
,3,8623,3710,Alipore,,,11,14,"Lift,Security,Park",0,0,2246,3710-3727,3046,3710,,3710
3,,4861,3878,Kasba,,South-West,17,10,Reserved Parking,0,4,2910,3878,3147,3878,,3878-3899
3,1,13111,3508,Park Street,Unfurnished,West,3,13,"Lift,Security,Park",,,2169,3508,3223-3269,3508,,3508
5,2,11248,518,Behala,Unfurnished,North,17,8,"Swimming Pool,Gym",2,13,336,518,448,518,sqm,518
3,,11442,2264,Salt Lake,Unfurnished,South,27,12,Rain Water Harvesting,2,10,1736,2264,1994,2264-2304,sqft,2264
,3,7332,1570,Tollygunge,Unfurnished,South-West,30,17,"Swimming Pool,Gym",1,18,1184,1570,1434,1570,sq yard,1570
2,,2356,1953,Alipore,,South-West,,17,Rain Water Harvesting,3,,1344,1953,1569,1953,sqm,1953
,4,14940,971,Alipore,Semi-Furnished,East,7,18,"Swimming Pool,Gym",0,2,613,971,797,971,,971
1,3,4158,1254,Behala,,,23,7,"Power Backup,Water Supply",2,10,934,1254,1060,1254,,1254
3,2,13836,2370,Alipore,,West,23,,,,6,1561,2370-2380,2139,2370,sqft,2370
,1,7578,705,Ballygunge,,South-West,11,11,,3,6,473,705,602,705,sqft,705-718
2,4,5233,607,Kasba,Semi-Furnished,,29,19,"Power Backup,Water Supply",1,17,440,607,560,607,,607
2,3,6203,1271,,,South-West,12,,Reserved Parking,1,1,783,1271,1103-1137,1271,,1271
3,3,2843,2860,,,North,13,5,"Lift,Security,Park",3,20,2215,2860,2706,2860,,2860-2894
,4,12046,1368,,,South-West,5,17,,,14,1063,1368,1166,1368,,1368
5,3,9476,2893,,,,19,17,,3,,2149,2893,2498,2893,sqm,2893
3,2,5363,3538-3582,,Furnished,,7,,"Power Backup,Water Supply",0,0,2442,3538-3570,3310,3538,sqm,3538
3,3,6681,3821,Alipore,,,24,,Rain Water Harvesting,3,0,2679,3821,3163,3821,sqft,3821
1,1,10700,850,Park Street,,,16,8,,2,0,559,850,723,850,sqm,850
5,,14265,3775,Tollygunge,Unfurnished,South,,11,Rain Water Harvesting,1,14,2948,3775,3237,3775,sqft,3775
1,,7243,544,Alipore,,,13,13,,1,10,363,544,460,544,,544-565
2,1,6690,3262,Howrah,,North,25,17,,2,13,2334,3262,2641,3262,sqm,3262
1,1,12037,1713,Tollygunge,,,13,17,Reserved Parking,0,12,1157,1713,1566,1713,sqft,1713-1754
3,1,5613,2061,Howrah,,,24,,,3,18,1312,2061,1666,2061,sq yard,2061-2085
3,3,2838,3263,,,,7,9,,,15,2057,3263,3065,3263-3311,,3263
4,4,6507-6550,2081-2105,Tollygunge,Semi-Furnished,,12,5,,3,20,1493,2081,1843,2081,sqm,2081-2114
,,7222,3543,New Town,,North,25,8,"Swimming Pool,Gym",,,2389,3543,3271,3543,,3543
1,1,10990,2765,New Town,,,,1,"Swimming Pool,Gym",2,9,2021,2765,2576,2765,,2765
4,3,8219,1778,Howrah,,South,,,"Club House,Intercom",3,5,1074-1091,1778,1466,1778,,1778-1793
3,4,4996,3017,Jadavpur,,East,29,19,,1,5,2321,3017,2710,3017,,3017
,1,5180,3843,,,South-West,21,,,1,3,2943,3843,3414,3843,sqm,3843
3,3,6899,3965,Rajarhat,,North-East,,,"Swimming Pool,Gym",2,0,2741,3965,3353,3965,sqft,3965
5,3,14580,2234,Garia,Semi-Furnished,North,,11,,3,,1554,2234,1858,2234,,2234
4,1,9348-9389,2104,Lake Town,Unfurnished,,10,15,,0,5,1648,2104,1893,2104,,2104
3,4,13777,845-870,Behala,Unfurnished,North-East,30,,Rain Water Harvesting,1,15,632,845,711,845,,845
1,1,12349,3013,Rajarhat,,,0,,,0,12,2003,3013,2685-2708,3013,sq yard,3013-3038
5,1,13627,821,Rajarhat,Furnished,,11,16,,3,5,566,821,736,821-864,sq yard,821
4,,2842,687,Lake Town,Furnished,,0,,Rain Water Harvesting,3,,497,687,647,687,sqft,687
5,4,10015,2276,Park Street,,South,,14,"Swimming Pool,Gym",,20,1587,2276,2133,2276,,2276
5,1,14361,696,,,East,9,,,1,2,469,696,565-577,696,sqm,696
2,2,12427-12475,3138,,,West,19,14,,3,,2233,3138,2824,3138,sqm,3138
5,1,11595,3520,Howrah,Unfurnished,North,,11,Rain Water Harvesting,1,3,2459,3520,3178,3520,sqm,3520
3,3,5728-5753,1230,Tollygunge,Unfurnished,East,,8,"Lift,Security,Park",3,4,912,1230,1015,1230-1272,sqm,1230
4,3,5734,2083,,Semi-Furnished,,14,6,,0,2,1593-1632,2083,1844,2083,sqm,2083
3,3,7671,3770,,,South-West,12,14,,1,9,2662-2700,3770,3068,3770,,3770
3,1,12483,3427,Rajarhat,,South,14,9,,,20,2325,3427,3117,3427,,3427
5,3,14715,3792-3822,Salt Lake,,,30,,,1,0,2950,3792,3124,3792,sqm,3792
3,2,7011,1087,,Semi-Furnished,West,17,10,Reserved Parking,2,15,713,1087,995,1087-1123,sqm,1087
5,,5013,3666,,Furnished,North,23,,"Lift,Security,Park",,,2894,3666,3202,3666,sq yard,3666
,2,11423,2531,Garia,,North,,,,0,7,1656,2531,2315,2531,sq yard,2531-2571
4,2,13198,511,Salt Lake,Furnished,,0,20,"Club House,Intercom",1,,329-370,511,412,511,sqm,511
,,10665,973,Ballygunge,Semi-Furnished,North,13,19,,,12,674,973,849,973,sq yard,973-1019
1,2,3863,792,Howrah,,,,17,"Swimming Pool,Gym",3,,527,792-828,651,792,sqft,792
,3,13662-13689,1318,,,East,,8,"Club House,Intercom",,11,815,1318,1189,1318,sq yard,1318
4,4,9036,3240,Park Street,Semi-Furnished,North,30,9,"Swimming Pool,Gym",2,12,2327,3240,2879,3240,sqm,3240-3259
,1,2996,1954,New Town,Semi-Furnished,,,2,"Swimming Pool,Gym",2,1,1198,1954,1663,1954,sqm,1954-2002
,1,4468,3232,,,East,,7,,1,,1985,3232,2731,3232-3272,sqft,3232
1,2,13768,3649,Lake Town,Unfurnished,,13,5,,3,5,2766,3649,3448,3649-3668,,3649
,4,6710,676,Howrah,Unfurnished,,11,16,Rain Water Harvesting,0,2,460,676,550,676-724,,676
4,,9310,1035,,,East,29,6,Rain Water Harvesting,2,4,687,1035,864,1035,,1035
4,2,8069,1896,Dum Dum,,,15,5,Rain Water Harvesting,2,7,1237,1896,1652,1896,,1896
1,4,14997,1107,Salt Lake,,North-East,12,7,,3,,850,1107,1008,1107,sqft,1107
3,2,8152,1710,Jadavpur,Semi-Furnished,North-East,29,,"Swimming Pool,Gym",3,,1178,1710,1572,1710,,1710
,3,3653,1466,New Town,Semi-Furnished,,24,1,,2,17,900,1466-1503,1391,1466,,1466
,,10294-10341,3618,Howrah,,West,28,1,,2,,2648,3618,3087,3618,sq yard,3618
1,,9238,1698,Park Street,,East,,3,"Power Backup,Water Supply",1,17,1286,1698,1361,1698-1717,,1698
,2,14817,908,Lake Town,Furnished,,2,8,Rain Water Harvesting,,11,703,908,746,908-934,sqm,908
,1,11071,3778,Salt Lake,,North,22,3,"Power Backup,Water Supply",2,19,2754,3778,3025,3778,sqm,3778
3,3,9244,1715,,Semi-Furnished,North,,18,Rain Water Harvesting,1,11,1169,1715,1567,1715,sq yard,1715
3,4,2234,1992,Howrah,,North-East,3,9,"Power Backup,Water Supply",3,,1457,1992,1716,1992,sqm,1992
,4,10083,1025,Alipore,Unfurnished,South-West,,,,,,622-657,1025,939-956,1025,sqm,1025
5,,2399,1468,Ballygunge,,North-East,26,8,"Power Backup,Water Supply",3,11,994-1028,1468,1296,1468,sqft,1468
4,4,9404,953,Jadavpur,,East,10,11,,1,,572,953,784,953,sqm,953
1,,6880,3783,Alipore,Semi-Furnished,,26,10,"Power Backup,Water Supply",2,8,2747-2791,3783,3205-3237,3783,,3783
,3,14646,501,Alipore,Unfurnished,,18,2,,0,8,356,501,430,501-516,sqft,501
,,8350,3075,Kasba,,North,8,2,"Swimming Pool,Gym",2,10,2193,3075,2872,3075,sqm,3075
1,4,11272,2203,Kasba,,,13,8,Reserved Parking,3,,1513,2203,1774,2203-2240,,2203
4,4,13222,1310,Tollygunge,Unfurnished,,23,19,"Swimming Pool,Gym",3,,807,1310,1126,1310,,1310-1329
,3,12447,2296,New Town,,,7,15,"Lift,Security,Park",,13,1393,2296,2086,2296,sqft,2296
3,,3688,3846,Kasba,Furnished,North,5,,"Club House,Intercom",,10,2563,3846,3373,3846,sqft,3846
4,2,12924,3887,New Town,Furnished,North,,12,,,20,2888,3887,3604-3639,3887,,3887
5,3,3853,2626,New Town,,,11,3,,1,8,1999,2626,2462,2626,sq yard,2626
1,3,5584,1121,Behala,,,,,,1,19,820,1121-1133,912,1121-1156,sqm,1121-1153
2,4,10164,1720,New Town,Unfurnished,,,4,"Lift,Security,Park",3,18,1255,1720-1743,1449,1720,sqft,1720
4,1,14301,1581,Tollygunge,Unfurnished,,26,3,,2,6,1057,1581,1351,1581,,1581
5,1,2039,2999,Dum Dum,,North-East,2,14,"Power Backup,Water Supply",,6,2354,2999,2519,2999,sqft,2999
,1,12541,3755,Salt Lake,,,6,,,2,20,2978,3755,3426,3755,sqft,3755
3,1,14196-14212,3806,,Semi-Furnished,East,8,8,Rain Water Harvesting,0,12,3037,3806,3595,3806,sqm,3806
4,,11238,3435,Dum Dum,Semi-Furnished,,18,6,Reserved Parking,,,2522,3435,3144,3435-3479,sqft,3435
4,1,8599,2523,Garia,,South,,10,Reserved Parking,,2,1643,2523,2136,2523,,2523
3,2,10751,1441,,,North,24,13,Reserved Parking,,,1047,1441,1353,1441,,1441
2,2,8024,2152-2187,Howrah,Unfurnished,,26,15,"Lift,Security,Park",,1,1410,2152,1852,2152-2193,,2152
3,,12672,1119,,Semi-Furnished,North-East,17,19,"Club House,Intercom",,1,704,1119,905-943,1119,,1119
4,2,12596,3170,Park Street,,South,20,20,"Lift,Security,Park",0,14,2427,3170,2981,3170,sq yard,3170
3,2,5203,502,Ballygunge,,North-East,29,17,,2,11,386,502,466,502-519,sq yard,502
3,1,4848,3308,,Unfurnished,,6,10,,2,9,2267,3308,2982,3308,sqm,3308
1,,4754,2824,,,,1,17,,1,14,1815,2824,2572,2824,sqft,2824
3,1,7966,1440,Tollygunge,Furnished,East,18,3,Rain Water Harvesting,,18,1124,1440,1163,1440,sqft,1440
,,10932,3133,Alipore,,,10,,"Power Backup,Water Supply",3,7,2136,3133,2648,3133,sq yard,3133
4,,12211,3825,Lake Town,,North,16,16,,1,6,2442,3825,3188,3825,,3825-3839
2,2,5704,672,Ballygunge,,North,13,8,,3,9,467,672,625,672,sqft,672
,1,13562,3698,,Furnished,South,7,15,,0,15,2520,3698,3031-3065,3698-3746,sqm,3698
4,1,5189,2080,Ballygunge,Furnished,West,1,,,0,,1430-1464,2080,1789,2080,sqft,2080
1,3,13550,1390,Tollygunge,Unfurnished,North,9,13,,,3,1081,1390,1194-1221,1390,sqft,1390
,3,6438,931,,,,,6,Reserved Parking,0,5,701,931,754,931,sqm,931
3,2,6199,2841,Alipore,,South-West,11,2,,,1,1995-2030,2841,2425-2441,2841,,2841
1,1,11637,1962,Tollygunge,Unfurnished,,23,11,,,,1180,1962,1828-1870,1962,sqft,1962
4,,8352,3576,Jadavpur,,South-West,8,,"Lift,Security,Park",0,8,2402,3576,3035,3576-3590,,3576
1,3,5416,3601,Dum Dum,Furnished,East,,,Rain Water Harvesting,,11,2265,3601,3292,3601,sqft,3601
3,4,11271,3771,Kasba,,,7,,Reserved Parking,1,12,3016,3771,3078,3771,,3771
,3,6444,3294,Tollygunge,,North-East,,8,,3,20,2495,3294,3088,3294,sqft,3294
2,,14980,3070,Salt Lake,Semi-Furnished,South-West,10,15,"Lift,Security,Park",0,18,2316,3070,2521,3070,,3070
,4,14584,1935,,Furnished,,14,,Rain Water Harvesting,,14,1507,1935,1578,1935,,1935
1,3,6634,3447,Dum Dum,,North,9,17,,3,16,2506,3447,3097,3447,sq yard,3447
4,2,14696,477,Alipore,,,16,1,"Power Backup,Water Supply",2,5,308,477,429,477,,477
,1,3443,2345,Ballygunge,Unfurnished,North-East,5,4,"Lift,Security,Park",0,14,1528,2345,2225,2345,,2345
1,1,14839-14884,3005,Garia,Furnished,North,21,14,Reserved Parking,,8,2129,3005,2418,3005,,3005
,4,12485,2356-2373,Kasba,,West,19,17,,2,,1720,2356,2071,2356,sq yard,2356
4,,10528-10546,1758,Garia,,West,20,6,"Swimming Pool,Gym",0,,1189,1758,1469,1758,,1758
1,3,11308,1761,Jadavpur,Furnished,North,11,,,2,4,1143-1167,1761,1411,1761,,1761
3,4,8026,2666-2693,Howrah,Semi-Furnished,East,8,1,"Swimming Pool,Gym",0,17,2063,2666,2203,2666,sqm,2666
3,4,3871,1364,Garia,Furnished,North,26,20,,3,,1003,1364-1413,1254,1364,,1364
4,3,6859,3395,Howrah,Furnished,North-East,9,20,Reserved Parking,2,18,2365,3395-3423,2797-2824,3395,,3395-3405
4,,11233,2190,Behala,,North,6,5,"Lift,Security,Park",1,18,1635,2190,2041,2190,,2190
,2,8858,1582,,Furnished,South-West,15,,"Swimming Pool,Gym",2,7,1036,1582,1437,1582,sqm,1582-1595
2,4,10777,2266,,Unfurnished,South-West,20,,Rain Water Harvesting,0,0,1368,2266,1905,2266,,2266
1,2,8701,3227,Salt Lake,Furnished,South-West,10,13,,,16,2007-2017,3227,2681,3227,,3227
3,,7312,2829,,,,1,,Reserved Parking,1,10,2038,2829,2545-2590,2829,,2829
3,1,10203,946,Howrah,Furnished,,12,9,"Swimming Pool,Gym",2,20,571,946,792,946,,946
2,2,7287,693,,,South-West,27,9,"Power Backup,Water Supply",2,18,541,693,619,693,,693
,,7961,1971,Ballygunge,,,,,"Club House,Intercom",0,,1194,1971-1988,1639,1971,,1971
4,2,11031,1435,Rajarhat,,East,23,9,,2,,879,1435,1199-1225,1435,,1435
1,4,6558,2493,Jadavpur,Unfurnished,,2,18,,,,1673,2493,2154,2493,sqft,2493
2,4,10594,3713,Jadavpur,,West,,12,"Club House,Intercom",3,14,2728,3713,3060,3713,sqft,3713
5,1,3241,1997,Jadavpur,Furnished,,21,15,"Swimming Pool,Gym",1,18,1220,1997,1704-1735,1997,sq yard,1997
4,3,6187,1840,,Furnished,South,,,"Club House,Intercom",0,,1326-1372,1840,1687,1840,,1840
2,1,6816,2779-2791,,,South,11,6,"Club House,Intercom",,16,1926,2779,2535,2779,sq yard,2779
4,3,4194,1108,Behala,,,20,14,"Power Backup,Water Supply",0,,858,1108,1016,1108,sqm,1108
4,4,5880,1228,Salt Lake,Unfurnished,,10,16,,3,7,793,1228,1083,1228,,1228
2,1,10225,3311,Howrah,,North-East,8,5,,1,8,2499,3311,3136-3180,3311,,3311
,4,13417,3618,Rajarhat,Furnished,,5,11,,2,,2720-2749,3618,3256,3618,,3618
2,,4219,3624,New Town,Semi-Furnished,West,13,1,,1,,2377,3624,3402,3624,,3624
2,4,9077,1990,Dum Dum,Furnished,,,17,Rain Water Harvesting,2,19,1255,1990,1730,1990,sqm,1990-2022
,1,11451,2483,Rajarhat,Semi-Furnished,East,21,7,"Power Backup,Water Supply",1,2,1601-1648,2483,2336,2483,,2483
,,3824,1718,Alipore,Furnished,South,17,4,,,6,1277,1718,1527-1566,1718-1765,sq yard,1718
3,3,11466,3041,,Furnished,,,,"Lift,Security,Park",,9,2040,3041,2848,3041,,3041
5,,8774,1939,Lake Town,Furnished,North,12,19,Rain Water Harvesting,2,3,1192,1939,1726,1939,,1939
,2,11836-11871,662,Park Street,Furnished,East,21,3,,0,,476,662,551,662,,662
2,3,8381,2832,Rajarhat,Unfurnished,North-East,,13,"Swimming Pool,Gym",2,13,1828,2832-2869,2467,2832,,2832
4,3,12564,1236,,Furnished,East,,6,"Swimming Pool,Gym",,,841,1236,1056,1236,,1236
5,1,12604,3323,,Furnished,West,11,10,"Swimming Pool,Gym",2,12,2032,3323,2809,3323,sq yard,3323
,4,12775,1166-1204,Park Street,,South-West,26,16,,0,3,868-892,1166,987,1166,sqm,1166
4,2,2780,470,Tollygunge,Semi-Furnished,West,3,3,,2,,350,470,430,470,,470
,,7965,2507,Behala,,,1,11,"Power Backup,Water Supply",0,,1622,2507,2143,2507-2557,,2507
5,,8147,1440,Howrah,Unfurnished,,,6,,,8,1107-1133,1440,1279,1440,sqm,1440
1,2,5977,2791,Jadavpur,,,,7,"Swimming Pool,Gym",0,6,1893,2791,2599,2791,,2791
,,4988,2412,Park Street,Semi-Furnished,South-West,,2,Rain Water Harvesting,,6,1469,2412,2187-2212,2412-2453,,2412
5,,7917,968,,Semi-Furnished,North-East,7,,"Lift,Security,Park",1,8,709,968,801,968-1018,,968
3,3,10498,2354,Garia,,West,,13,,,,1528,2354,2075,2354,sqft,2354
5,,14917,2758,,Unfurnished,,20,20,"Club House,Intercom",0,13,1927,2758,2326,2758-2769,,2758
2,1,10876,2536,,Furnished,North,9,3,,1,14,1847,2536,2109,2536,,2536
5,2,4879,1902,Park Street,Furnished,,,,"Club House,Intercom",2,19,1518,1902,1660,1902-1943,,1902
2,4,5369,3150,Ballygunge,,South,,2,"Lift,Security,Park",0,,1989,3150,2937,3150,,3150
,1,3511,3495,Park Street,Unfurnished,,,7,,0,20,2217,3495,2951,3495,sqft,3495
1,4,7179,3618-3649,New Town,Semi-Furnished,,15,13,,1,19,2697,3618,3208,3618,sq yard,3618
4,2,9430-9464,2713-2759,Kasba,Semi-Furnished,South-West,20,19,"Club House,Intercom",2,6,2077,2713,2521,2713,,2713
5,,9805,2865,Garia,,West,29,16,,0,,1909,2865,2309-2337,2865,sqft,2865
3,2,14249,3308,,,West,3,7,,,0,2406,3308,2769-2803,3308-3356,,3308
1,2,11152,3852,Tollygunge,Furnished,West,,,"Lift,Security,Park",3,,2767,3852-3872,3536,3852,,3852
5,,12084,1338,Howrah,Semi-Furnished,,13,3,,2,19,1021,1338-1381,1079,1338,,1338
,1,10801,3635,Kasba,Unfurnished,,21,6,"Lift,Security,Park",1,20,2792,3635-3665,3141,3635,,3635
1,4,12736,3953,Ballygunge,,,18,2,,2,16,3035,3953,3687-3731,3953,,3953-3989
1,3,11610,1330,Salt Lake,,South-West,4,16,,3,12,904-931,1330-1369,1209,1330,sqm,1330-1358
,,2317,3373,,,East,15,9,"Swimming Pool,Gym",,,2668-2704,3373,2815,3373,,3373
3,4,3840,3030-3063,Kasba,,North,9,6,,3,9,1868,3030,2707,3030,,3030
1,2,10770,1599,Salt Lake,,North-East,,,"Lift,Security,Park",2,,1000,1599,1367,1599,sqm,1599
3,2,11816,1846,New Town,,North-East,26,4,"Swimming Pool,Gym",1,8,1198,1846,1531,1846,sqm,1846
3,2,8599,2975,Kasba,,North-East,,13,"Power Backup,Water Supply",1,15,2126,2975,2823,2975,,2975
2,,8754,2744-2758,,Semi-Furnished,North,9,,,3,8,1836,2744,2590,2744,,2744-2773
4,1,8749,845,,,North-East,3,,,2,0,588,845,688,845,sq yard,845
4,4,2076,2627,Dum Dum,,,21,11,"Swimming Pool,Gym",1,,1740,2627,2167,2627,sq yard,2627
1,4,12638,3194,Howrah,Unfurnished,East,4,19,,1,6,2040,3194,2772-2792,3194,,3194
1,2,9666,2101,,,West,,11,Reserved Parking,,2,1310,2101,1781,2101,sq yard,2101
3,,2021,1126,Lake Town,,North,10,,"Power Backup,Water Supply",3,7,896,1126,1021,1126-1148,sqm,1126
3,2,3747,2894,,Semi-Furnished,,22,3,Reserved Parking,2,,1818,2894,2613,2894,,2894
3,1,10411-10454,1231,Lake Town,,,29,7,"Lift,Security,Park",0,15,828,1231,1042,1231-1261,sq yard,1231
3,4,9136,3929,Dum Dum,,,9,10,"Swimming Pool,Gym",,20,2829-2864,3929,3348,3929,,3929
5,4,8497,1975,Garia,,South-West,25,4,"Club House,Intercom",3,12,1204,1975,1753,1975-2009,sq yard,1975
3,2,9067,3641,Dum Dum,,,30,,,3,18,2243,3641,3453,3641,sq yard,3641
2,3,3434,3744,Alipore,Unfurnished,,,19,Reserved Parking,,,2382,3744,3294,3744,sqft,3744
,,6868,3365-3380,Dum Dum,,,17,4,Reserved Parking,0,18,2354,3365,2815,3365,sqm,3365
1,2,9799,3819,Garia,,North,21,12,"Lift,Security,Park",,0,2918,3819,3107,3819,sqm,3819
2,1,14337,2212-2229,New Town,Semi-Furnished,East,17,9,"Lift,Security,Park",0,15,1538,2212,1998,2212,sqm,2212
4,4,2519,3865,Ballygunge,,North-East,5,4,Rain Water Harvesting,0,6,2427,3865,3255,3865,sqm,3865
1,,10062,1328,Jadavpur,Semi-Furnished,South,16,18,,2,7,824,1328,1209,1328,,1328-1351
2,3,12884,3872,Dum Dum,,East,,11,,1,3,2899,3872,3183,3872,,3872
,2,9268,1587,,Semi-Furnished,West,3,11,"Lift,Security,Park",,3,1211,1587,1425,1587,sqft,1587
1,4,14666,2071,Behala,Semi-Furnished,,1,13,Reserved Parking,,12,1349-1386,2071,1877,2071,,2071
2,2,3639,2233,Kasba,Semi-Furnished,,7,10,"Power Backup,Water Supply",3,,1669,2233,1945,2233-2278,,2233
,2,13473,3383,,,North-East,,19,,2,,2645,3383,3092,3383,sqft,3383
1,2,13609,1666,,Unfurnished,,20,13,,2,14,1009,1666,1368,1666,sqm,1666
3,1,12147-12157,2338,,,,16,10,"Lift,Security,Park",,1,1420,2338,2096,2338,sq yard,2338
2,2,5071,2068,Lake Town,,North,,,"Power Backup,Water Supply",,4,1516,2068,1863,2068-2116,,2068
4,3,6467,3147-3186,Alipore,Furnished,North-East,6,5,,1,,2074,3147,2625,3147,,3147
3,4,9098,2523,Dum Dum,Unfurnished,South-West,29,17,Rain Water Harvesting,3,,1905,2523,2167,2523,sq yard,2523
,3,14780,526,Tollygunge,Furnished,South,26,10,,2,19,366,526,423,526,sq yard,526
1,3,10345,3776,Howrah,Furnished,,28,5,Reserved Parking,2,3,2859,3776,3303,3776,sqft,3776-3798
1,3,6660,3195,Tollygunge,,,23,19,"Lift,Security,Park",,20,2543-2589,3195,3017,3195,,3195
4,1,11420,3770,Behala,Furnished,,,16,"Swimming Pool,Gym",,17,2679,3770-3781,3132,3770,,3770
,1,12626,3797,,,West,27,18,,0,12,2630,3797,3588,3797,,3797
,4,12115,1284,Jadavpur,Furnished,,6,12,,3,18,809,1284-1320,1142,1284,,1284-1330
5,1,8379,717,Dum Dum,,East,27,10,Rain Water Harvesting,2,12,440,717,661,717,sqft,717
3,3,10642,2640,,,South,27,,Reserved Parking,2,7,1866,2640,2494,2640,,2640
,,10545,3504,Howrah,Semi-Furnished,South,10,17,"Power Backup,Water Supply",0,13,2120,3504,2885,3504,sq yard,3504
3,2,9067,2966,,,South-West,7,17,"Lift,Security,Park",3,,1864-1879,2966,2708,2966,sqm,2966-3005
1,,2365,699,Park Street,,South-West,11,,Reserved Parking,1,17,475-495,699,576-616,699,sq yard,699
1,4,6678,684,Park Street,,,18,,"Club House,Intercom",2,16,514-541,684,637,684,sqm,684
,3,8259,2965,Tollygunge,Semi-Furnished,South-West,4,12,,1,13,2265,2965,2440,2965,,2965
3,3,10057-10106,2666,Tollygunge,,East,30,3,Reserved Parking,3,1,1789,2666,2164,2666,sqm,2666
5,1,14864,3330,Garia,,,,1,"Power Backup,Water Supply",2,,2441,3330,2854,3330,sq yard,3330
4,4,2225,2522,Ballygunge,,South,11,,,3,4,1803-1848,2522-2543,2240-2253,2522,sq yard,2522
5,,6502,3078,Tollygunge,,West,1,,Rain Water Harvesting,,16,2109,3078,2558,3078-3088,,3078
5,4,6405,2406,New Town,,,12,,,0,12,1490,2406-2454,2265,2406-2451,,2406
1,2,12665,1680,New Town,Furnished,,0,20,"Lift,Security,Park",3,,1165,1680,1425,1680,,1680
2,3,5309-5325,3169,New Town,,South,2,,"Lift,Security,Park",1,8,1905-1936,3169,2598,3169,sqm,3169
2,,11110,725,Jadavpur,Unfurnished,North-East,1,7,"Power Backup,Water Supply",,4,513,725,606,725,,725
4,1,13797,1450,Behala,,,,11,Rain Water Harvesting,1,17,949,1450-1498,1291-1334,1450,,1450
,1,5410,3693-3717,,,East,12,12,"Lift,Security,Park",3,5,2839,3693,3282,3693,sqft,3693
,1,11340,1378,Kasba,,North-East,14,19,"Lift,Security,Park",2,17,925,1378,1104,1378,,1378
4,2,6872-6915,653,,Unfurnished,West,17,9,,,6,420,653,606,653-665,,653
1,1,7132,3243,,,West,21,,,0,9,2100,3243,2613,3243,sq yard,3243
2,3,11525,3871,Garia,,South,,3,,2,0,2396,3871,3251,3871,,3871
4,3,11644,2232,Park Street,Semi-Furnished,South-West,30,11,"Club House,Intercom",3,0,1488,2232,1959,2232,,2232
4,,9216,3452,Salt Lake,,South,18,18,,3,0,2629-2649,3452,3102,3452,,3452
,2,10176,3378,Lake Town,Unfurnished,West,13,20,"Lift,Security,Park",1,3,2034,3378-3391,3163,3378,sqft,3378
3,1,3356,2593,Tollygunge,Furnished,,12,1,"Power Backup,Water Supply",2,16,1844,2593,2107,2593,,2593
,3,14045,744,Park Street,,,,16,Reserved Parking,0,0,579,744,627-652,744,sqm,744-769
4,,14626,1671,Dum Dum,Furnished,,1,4,,,11,1297,1671,1338,1671,,1671
4,3,12462,3142,Tollygunge,,East,25,14,,,,1946,3142,2540,3142,,3142-3183
1,3,5986,3483,New Town,Semi-Furnished,,,,"Lift,Security,Park",2,2,2597-2643,3483,2993,3483-3497,,3483-3493
2,,14690,2150,Alipore,Unfurnished,North-East,,7,,,9,1367,2150,1919,2150-2161,,2150-2181
,2,12852,3566,Jadavpur,,South-West,0,19,"Swimming Pool,Gym",2,13,2793,3566,2972,3566,,3566-3579
